"LoanOriginalAmount","DebtToIncomeRatio","credit_and_prosper_grade","BankcardUtilization"
10000,0.18,"B",0.31
10000,0.3,"B",0.74
4500,0.19,"C",0.08
6000,0.14,"A",0
7500,0.35,"C",0.87
5500,0.17,"D",0.16
5000,0.21,"D",0.66
15000,0.16,"B",0.83
3000,0.03,"E",0.65
3000,0.03,"C",0.08
4000,0.5,"E",0.69
3000,0.17,"HR",NA
15000,NA,"B",0.57
25000,0.15,"A",0
15000,0.21,"C",0.72
2000,0.3,"D",0.68
4000,0.19,"HR",0.81
5000,0.12,"C",0
4000,0.18,"D",0.67
8000,NA,"B",0.62
3000,0.11,"HR",0
19000,0.13,"C",0.95
25000,0.21,"B",0.96
4000,0.11,"A",0.2
7500,0.11,"C",0.59
12000,0.19,"C",NA
2000,1.09,"E",0.78
2900,0.17,"E",0.22
5800,0.35,"D",0.96
9000,0.15,"AA",0.13
4000,0.42,"E",0.01
2300,0.32,"D",0.93
2550,0.06,"AA",NA
15000,0.25,"C",0.18
15000,0.3,"B",0.72
5000,0.2,"B",0.45
10000,0.25,"C",0.41
4000,0.35,"HR",0.99
7000,0.09,"A",NA
6010,0.21,"D",0.63
15000,0.34,"B",0.22
5000,0.22,"B",NA
12000,0.17,"A",0.8
5000,0.18,"D",NA
6500,0.23,"C",0.9
7000,NA,"C",0.29
2000,0.1,"B",0.66
15000,0.42,"B",0.42
4000,0.34,"D",0.58
5000,0.21,"AA",0.47
5000,0.23,"C",0.62
2500,0.08,"HR",0
8500,0.17,"C",0.65
25000,0.11,"A",NA
1000,0.27,"E",0.91
4000,0.25,"HR",0.71
3500,0.21,"C",0
5000,0.15,"B",NA
8500,0.3,"A",0.28
5000,0.21,"C",0.29
7500,0.14,"A",0.71
15000,0.32,"D",0.48
7500,0.02287,"AA",NA
12000,0.22,"A",0.54
8031,0.18,"B",0.94
6000,0.07,"D",0.67
5000,0.17483,"D",NA
7000,0.06,"C",0.76
10000,NA,"D",0.28
11000,1.81,"D",0.61
3800,0.03,"HR",NA
3000,0.19,"AA",0.8
15000,0.3,"AA",0.35
1500,0.2,"B",0.49
9999,0.09,"A",0.36
2000,NA,"C",0.06
5000,0.32,"D",0.46
7000,NA,"E",0.77
25000,0.29,"B",0.98
11000,0.14,"AA",0.24
13500,0.16,"AA",0.66
25000,0.17,"B",0.03
3000,0.41,"E",0.28
10000,0.32,"A",0.8
15000,0.27,"B",0
8500,0.33,"B",0.78
15000,0.39,"C",0.55
3000,0.4,"E",0.97
3900,0.2,"C",0.7
10000,NA,"C",0.5
2500,0.31,"C",0.41
15000,0.21,"A",0.97
1000,0.23,"HR",0.74
10000,0.24,"A",0.59
6000,0.21,"AA",0.51
7000,0.33,"B",0.61
8000,0.27,"B",0.54
20000,0.09,"AA",0.6
10000,0.23,"D",0.85
30000,0.08,"A",0.03
10000,0.37,"C",0.36
3000,0.1,"A",NA
17000,0.16,"B",0.9
15000,0.18,"B",0.75
3500,0.48,"HR",0.45
15000,0.33,"D",0.81
6000,0.22,"C",0.97
15000,0.21,"AA",0.29
15000,0.18,"A",0.34
14989,0.07,"C",0
5000,0.21,"C",0.67
1000,0.22,"HR",0
2000,0.24,"C",1.1
2000,0.38,"HR",0.96
6500,0.21,"D",0.72
13000,0.1,"A",0
5000,0.39,"B",0.95
4000,0.34,"D",0.88
15000,NA,"B",0.31
2000,0.35,"HR",0.75
2000,0.3,"E",0.7
20000,0.21,"B",0.68
15000,0.41,"C",0.95
4000,0.22,"E",0.78
8400,0.54,"C",0.84
3500,0.19,"HR",1.05
3500,NA,"E",0.77
9500,0.11,"C",0.91
5000,NA,"A",0.8
20000,0.33,"A",0.36
15000,0.14,"B",0.45
2200,10.01,"HR",0.36
12000,0.28,"C",0.75
6500,0.18,"A",0.29
4000,0.22,"HR",0.84
11500,0.13,"D",0.45
3500,0.53,"C",0.79
5000,0.17,"D",0.37
3000,0.13,"E",0.76
15000,0.34,"D",0.82
10000,0.07,"AA",0.05
13750,0.5,"D",0.52
3050,0.07,"D",0.26
4000,0.32,"E",0.8
15000,0.43,"A",0.24
3000,0.17,"HR",0
15000,0.16,"D",0.4
3500,0.27,"D",0
4000,0.11,"E",0.68
2500,0.04,"D",0.95
9000,0.29,"A",0.81
2600,0.27,"E",0.97
4800,0.3,"A",0.58
3000,0.46,"C",0
1000,0.06,"E",0
4000,0.19,"A",0.94
15000,0.2,"B",0.81
20000,0.26,"A",0.18
3200,0.09,"C",0.86
17800,0.26,"B",0.4
15000,0.19,"B",0.34
4000,NA,"HR",0.6
5000,0.28,"E",0.72
3001,0.19,"B",0.62
5000,0.17,"D",NA
15000,0.52,"B",0.32
5000,0.19,"C",0.81
1500,0.1,"C",0.49
4000,0.2,"E",0.96
4000,0.35,"B",0.42
5000,0.1,"B",5.95
15000,0.39,"B",0.86
5500,0.11,"B",0.56
3500,0.07,"HR",0.98
4000,0.16,"D",0.83
20000,0.18,"B",0.56
4000,0.23,"E",0.36
10000,0.05,"C",0.97
1000,0.07,"A",0.11
6500,0.2,"B",0.96
3000,0.08,"HR",0
13000,0.31,"D",0.7
9500,0.18,"C",0.94
15000,0.25,"B",0.52
2000,0.33,"HR",0.84
15000,0.23,"C",0.14
4000,0.22,"HR",0.36
12000,0.15,"C",0.67
5000,0.46,"B",0.48
3500,0.18,"HR",0.58
15000,0.28,"C",0.42
5000,0.09,"C",0.87
5000,0.2,"D",0.66
5000,0.06,"HR",0.93
15000,0.29,"B",0.45
35000,0.08,"A",0.58
5000,0.17,"E",0.94
5000,0.22,"D",0.15
15000,0.59,"C",0.47
6000,NA,"D",0.85
25000,0.2,"B",0.74
6001,0.2,"D",0.81
3000,NA,"A",0.13
4000,0.34,"E",0.98
4000,0.25,"E",0.93
9000,0.28,"D",0.64
19000,0.18,"B",0.78
18000,0.23,"A",0.31
15000,0.45,"C",0.94
1000,NA,"D",0.07
10000,0.1,"B",0.39
4000,0.08,"HR",0
2000,0.18,"D",0.91
4000,NA,"HR",0.63
9000,0.2,"A",0.22
3400,0.17,"D",1.04
5000,0.26,"B",0.93
5000,0.19,"D",0
1000,0.05,"AA",0
4500,0.18,"B",0.31
20000,0.18,"B",0.44
2000,0.03,"HR",NA
5500,0.18,"C",0.97
15000,0.21,"A",0.29
13000,0.14,"B",0.58
7500,0.55,"E",0
3500,0.35,"A",NA
2500,0.5,"B",0.84
2750,0.03,"C",0
2000,0.23,"A",0.84
10000,0.33,"C",0.96
10000,0.26,"D",0.46
15000,0.3,"AA",0.58
1050,0.03,"HR",NA
25000,0.25,"AA",NA
5000,0.24,"D",0.84
10000,0.14,"A",0.94
4900,0.21,"B",0.36
3999,0.07,"A",0.24
5250,0.2,"C",0.41
8000,0.3,"AA",0.48
10000,0.08,"AA",0.85
20000,0.15,"B",0.44
15000,0.32,"AA",0.1
4000,0.55,"E",0.97
15000,0.32,"A",0.89
3000,0.03036,"D",NA
3700,0.05,"D",0.52
5000,0.29,"D",0.81
5000,0.14,"B",0.63
15000,0.5,"C",0.55
4000,0.31,"E",0.96
2500,0.14,"C",1.04
7000,NA,"C",0.76
14500,NA,"D",0.45
10000,0.08,"A",0.09
2250,0.02,"C",0.2
6000,0.17,"D",0.93
2526,0.06,"HR",NA
10000,0.34,"D",0.17
6000,0.22,"A",0.61
2000,0.23,"E",0
3200,0.31,"D",0.75
15000,0.25,"B",0.87
19000,0.15,"B",0.81
2500,0.4,"D",0.99
4000,0.17,"E",0.74
2000,0.18,"HR",0
5000,0.14,"HR",NA
5000,0.36,"D",0.32
4000,0.1,"HR",0.32
11000,0.33,"B",0.37
17000,0.3,"A",0.77
10000,0.36,"A",0.27
1600,0.11,"AA",NA
10000,NA,"A",0.17
12000,0.18,"AA",0.08
10500,0.39,"B",0.27
5652,0.5,"D",0.57
3000,0.11,"D",0.48
1500,0.19,"D",0.68
4000,0.46,"E",0.95
20000,0.24,"AA",0.82
4500,0.87,"B",0
25000,0.39,"B",0.53
6000,0.04,"D",0
20000,0.24,"B",0.75
10000,0.22,"C",0.98
7000,NA,"B",0.4
5000,0.08,"A",0.94
4500,0.06,"C",0.83
4000,0.17,"C",0.07
20000,0.16,"A",0.88
10000,NA,"B",0.53
6000,0.14,"AA",0.24
3800,0.33,"E",0.85
12000,0.27,"C",0.97
15000,0.31,"D",0.11
1200,0.13,"D",0.86
1399,NA,"HR",0
1200,0.04,"C",1.06
13500,0.34,"A",0.82
10000,0.21,"D",0.72
4600,0.09,"C",0.64
10000,0.3,"D",0.96
11000,0.2,"AA",0.21
1000,NA,"D",1.02
10000,0.23,"B",0.9
7000,NA,"E",0.75
6500,NA,"D",0.97
3000,0.1,"D",0
5000,0.35,"HR",0.92
5000,0.65,"E",0.9
15000,0.1,"A",0.82
10000,0.17,"A",0.04
10000,0.3,"B",0.27
15000,0.38,"D",0.66
4000,0.49,"HR",0.78
4000,0.12,"D",0.37
15000,0.28,"B",0.92
20000,0.13,"A",0.88
15000,0.32,"AA",0.56
20000,0.25,"B",0.56
4000,0.44,"D",0.45
3000,0.23,"C",0.42
5000,0.14,"HR",0.73
4000,0.15,"B",0.56
4500,0.36,"D",0.13
1500,0.13,"HR",NA
5000,0.08,"B",0.6
8000,0.22,"C",0.48
25000,0.14,"A",0.04
2000,0.25,"C",0.52
3000,0.13,"B",0.76
20000,0.31,"B",0.58
4000,0.26,"A",0.38
8500,0.23,"A",0.63
8000,0.31,"D",0.63
8000,0.17,"C",0.88
5500,0.29,"A",0.17
15000,0.19,"B",0.76
7500,0.27,"D",0.87
1600,0.11,"D",0.1
20000,0.13,"AA",0.13
6500,0.17,"C",0.91
7600,0.18,"B",0.94
2000,0.04,"AA",0.07
15000,0.37,"C",0.48
9900,0.12,"AA",NA
25000,0.22,"B",0.54
2700,0.05,"E",0.08
12000,NA,"AA",0.43
15000,NA,"B",0.33
7500,0.25,"AA",0.04
1000,0.67,"A",NA
5000,0.11,"B",0.6
17008,0.19,"A",0.59
13500,0.64,"B",0.91
1550,0.11,"HR",NA
15000,NA,"B",0.44
8001,0.43,"C",0.71
20000,0.21,"A",0.17
5000,NA,"E",0
5000,0.13,"E",0
4000,NA,"HR",0.41
2025,NA,"NC",NA
10000,0.6,"C",0.67
10000,0.21,"AA",0.36
15000,0.09,"C",0
4500,0.11,"B",0.97
4000,0.1,"E",0.62
5000,0.15,"C",0.89
9999,0.36,"D",0.25
2000,0.09,"AA",0.05
10500,0.26,"A",0.39
9000,0.28,"D",0.99
9000,0.28,"D",0.99
1000,0.29,"E",1
20000,0.23,"B",0.18
15000,0.25,"B",0.38
5000,0.18,"A",0.28
4000,5.23,"HR",0.16
4000,0.24,"E",0.48
2500,0.2,"E",0.96
15000,0.35,"C",0.55
7000,0.16,"C",0.88
3200,0.2,"A",0.31
2000,0.05,"D",0
15000,0.49,"C",0.16
10000,0.52,"C",0.43
4000,0.08,"D",0.61
5600,0.18,"D",0.85
20000,0.09,"B",0.11
1000,NA,"A",0.77
9000,0.2,"A",0.34
10000,0.21,"AA",0.28
15000,0.32,"AA",0.64
1900,0.37,"HR",1.54
4001,0.1,"D",NA
15000,0.16,"C",0.72
20000,0.11,"AA",0
15000,0.11,"B",0.98
1000,0.01,"AA",0
4000,0.08,"A",0.42
4200,0.25,"HR",0.96
4000,NA,"D",0.97
4000,0.1,"E",0.8
1000,0.02,"HR",NA
3000,0.28,"D",0.63
1000,NA,"HR",0.12
10000,0.23,"B",0.43
4000,0.46,"D",0.47
15000,0.54,"C",0.77
15000,NA,"D",0.79
6000,0.29,"B",0.68
6000,NA,"B",0.35
11000,0.16,"AA",0.51
4500,NA,"B",0.18
2000,0.09,"E",NA
24000,0.17,"A",0.69
12000,0.06,"B",0.98
9000,0.31,"C",0.44
4000,0.17,"HR",0.98
4000,0.26,"HR",0.57
15000,0.33,"C",0.78
3500,0.25,"C",0.45
4500,0.07,"D",0
5000,0.24,"B",0.54
5500,0.18,"A",0.08
3000,0.08,"C",0.1
15000,0.43,"A",0.8
15000,0.43,"A",0.3
10500,0.3,"B",0.63
2000,0.03,"E",0
3500,0.18,"A",0.54
4000,0.31,"D",0.75
1100,0.34,"B",NA
15000,0.2,"C",0.06
2000,0.12,"AA",0.13
13000,0.21,"B",0.62
7500,0.32,"E",0.96
12000,0.22,"B",0.73
12000,0.15,"C",0.84
3500,NA,"HR",0.3
25000,0.21,"C",0.79
10350,0.29,"C",0.1
6601,0.44,"C",0.97
15000,0.26,"A",0.41
10000,0.2,"C",0.94
4000,0.09,"D",1.02
1425,0.32,"AA",0
25000,0.08,"AA",0.25
6000,0.26,"C",0.81
3500,0.04,"C",0
6500,0.25,"C",0.99
10000,0.45,"C",0.65
4500,0.18,"D",0.99
25000,0.33,"C",0.99
1000,0.25,"C",0.95
2000,0.64,"HR",0.98
2800,0.15,"D",0.39
1500,0.38,"E",0.78
20000,0.22,"B",0.05
10000,0.16,"C",0.72
4000,0.42,"E",0.78
1200,0.09,"E",NA
20000,0.19,"AA",0.37
6000,0.23,"E",0.24
7000,0.13,"A",0.69
4000,NA,"E",0.41
15000,0.19,"B",0.54
10000,0.07,"B",0.5
12000,NA,"C",0.44
15000,0.24,"A",0.67
2500,NA,"A",0.42
4000,0.16,"HR",0.34
5000,0.19,"E",NA
2500,0.08,"A",0.14
4000,0.39,"E",0.17
15000,0.15,"AA",0.27
16000,0.38,"D",1.08
10000,0.38,"E",0.9
3500,0.2,"E",0.99
4000,0.32,"HR",0.89
7500,0.09,"AA",0.17
12000,0.36,"C",0.81
7500,0.38,"C",0.79
15000,NA,"C",0.22
1000,0.29,"HR",0
5000,0.13,"A",0.33
5000,NA,"C",0.69
10000,0.2,"A",0.65
6000,0.19,"C",0.57
15000,0.45,"D",0.5
25000,0.22,"C",0.81
1000,NA,"HR",0.9
4000,0.13,"AA",0.54
25000,0.27,"A",0.66
10000,0.2,"C",0.61
10063,0.12,"A",0.87
5000,0.18,"B",0.97
4000,0.22,"E",0.98
8000,0.09,"A",NA
6500,0.22,"D",0.72
10000,0.36,"C",0.67
1500,0.04,"D",NA
5500,0.26,"A",0.16
25000,0.29,"A",0.28
4000,0.17,"HR",0
7500,0.18,"D",0.92
4000,0.3,"E",0.6
2500,0.08,"HR",0
3500,0.27,"E",0.67
8000,0.1,"B",0.36
3200,0.43,"HR",0.81
14000,NA,"C",0.02
5000,0.15,"B",0.39
11500,0.43,"C",0.56
10000,0.37,"C",0.97
4500,NA,"E",0.13
19000,0.19,"A",0.69
19000,0.14,"C",0.37
15000,0.26,"A",0.52
2810,NA,"HR",0.62
6500,0.34,"C",NA
10000,0.52,"E",0.79
8000,0.23,"A",0.14
7700,0.22,"B",0.36
8500,0.17,"A",0.02
10000,0.12,"B",0.64
12000,0.33,"A",0.35
4000,0.06,"AA",0.67
4000,0.1,"D",0.8
4500,0.29,"C",0.28
15000,0.21,"C",0.97
6000,0.09,"B",0.5
4000,0.4,"E",0.76
10000,0.32,"B",0.94
7000,NA,"A",0.09
8000,0.16,"B",0.51
7000,0.11,"A",0.29
5000,0.25,"D",0.96
12000,0.23,"C",0.59
14500,0.37,"AA",0.27
6500,0.13138,"HR",NA
2995,0.23,"D",0.28
15000,0.32,"A",0.48
12000,0.16,"AA",0.09
2000,0.21,"D",0.96
2000,0.31,"D",0.83
10000,0.43,"E",0.89
2000,0.28,"D",0.71
18000,0.09,"AA",0.22
4000,0.81,"HR",0.69
4500,0.16,"D",0
5000,0.19,"D",1
2000,0.4,"C",0.39
4000,0.67,"HR",0.59
10000,0.39,"D",0.44
13000,0.21,"C",0.23
15000,0.27,"C",0.61
3200,0.23,"HR",0.91
3000,0.05,"B",0.64
10000,0.31,"C",0.5
4000,0.18,"B",0.46
3500,0.53,"HR",1
10500,0.37,"C",0.6
20000,0.13,"B",0.88
20000,0.23,"C",0.56
4000,0.22,"HR",0.77
6000,0.05,"B",0.27
9000,0.22,"B",0.41
17000,0.38,"D",NA
5000,0.45,"C",0.76
3000,0.22,"HR",1.01
12000,NA,"D",0.24
9800,0.25,"A",0.67
15000,0.32,"B",0.82
4500,0.43,"B",0.59
6000,0.11,"A",0.13
7000,0.1,"AA",0.29
2000,0.04,"AA",0.18
2000,0.11,"E",0.79
4000,NA,"D",0.06
2000,0.57,"E",0.33
35000,0.2,"B",0.86
10000,0.1,"AA",0.07
7500,0.06,"B",0.32
4000,0.36,"C",0.82
20000,0.23,"AA",0.32
4000,NA,"HR",0.91
10000,NA,"E",0.77
7000,0.3,"B",0.43
3001,0.03095,"AA",NA
15000,0.29,"C",0.44
1500,0.26,"HR",0.88
7500,0.55,"AA",0.04
25000,0.17,"A",0.54
10000,0.32,"A",0.57
9700,0.47,"A",0.19
4500,0.24,"D",0.57
19000,0.22,"A",0.45
15000,0.32,"B",0.62
10000,NA,"D",0.45
7000,0.65,"C",0.11
7000,0.15,"A",0.26
10200,0.33,"B",0.93
9000,0.06,"B",0.98
15000,0.36,"A",0.8
4000,0.41,"D",0.56
8000,0.03,"AA",0.01
5000,NA,"C",0.07
3000,0.26,"B",0.19
13000,0.28,"D",0.89
4500,0.16,"B",0.82
1000,0.15,"E",0.93
7500,NA,"E",0.93
5000,0.23,"C",0.61
5000,NA,"AA",0
4000,0.18,"E",0.01
5000,0.3,"B",0.21
7000,0.12,"A",0.28
1000,0.59,"A",0
12000,0.3,"C",0.7
9000,0.36,"D",0.34
8300,0.18,"B",0.83
4000,0.25,"E",NA
4000,0.56,"D",0.6
10000,0.39,"C",0.96
1000,NA,"D",0.98
7500,0.25,"C",0.79
7500,0.15,"D",0.84
10000,0.16,"D",0.75
13000,0.05,"AA",0.32
20000,0.31,"B",0.86
1200,0.01,"HR",NA
12650,0.33,"A",0.01
3500,0.06,"HR",1
8000,0.15,"D",0.65
4000,1.01,"HR",0.98
10000,0.15,"A",0.45
5000,0.11,"B",0.56
2000,0.09,"E",0
1500,0.04,"D",NA
24500,0.26,"A",0.61
4000,0.4,"D",0.7
3000,0.36,"E",0.83
20000,0.29,"A",0.41
3000,0.27,"D",0.77
3000,NA,"C",0
1400,0.4,"E",0.99
4600,0.14,"B",0.62
10000,0.16,"A",0.5
4000,0.94,"HR",0.33
2000,0.25,"E",0.95
2000,0.17,"D",1.11
1000,0.1,"E",NA
10000,NA,"B",0.84
10000,0.47,"C",0.61
8000,0.34,"C",0.81
5000,0.11,"AA",0.01
2000,0.16,"E",0.76
20000,0.18,"B",0.83
15000,0.15,"C",0.64
35000,0.25,"B",0.61
7500,0.26,"AA",0.51
3500,0.2,"HR",0
15000,0.36,"AA",0.47
25000,0.15,"A",0.54
4500,0.18,"HR",NA
1500,NA,"D",0.46
3500,0.18,"E",0.93
9999,0.32,"C",0.46
15000,0.17,"D",0.42
11000,NA,"C",0.58
10000,0.39,"C",0.84
3000,0.44,"C",0.69
4000,0.26,"E",0.97
15000,0.37,"D",0.73
3000,0.16,"B",NA
10000,NA,"D",0.85
4000,0.27,"HR",0
14000,0.26,"B",0.43
5000,0.19,"A",0.02
10000,0.23,"B",0.67
4000,0.36,"HR",0
2000,0.19,"E",0
8500,0.29,"D",0.94
2500,0.15,"D",0.86
21500,0.1,"A",0.4
10000,0.27,"B",0.05
3800,0.21,"AA",0.4
8500,0.09,"A",0.26
3000,0.65,"HR",0.47
4000,0.35,"HR",0.48
9000,0.29,"D",0.84
12500,NA,"C",0.7
6849,NA,"E",0.47
25000,0.07,"A",0.04
7000,0.1,"A",0.88
3000,0.32,"A",NA
3000,0.34,"E",0.98
2000,NA,"D",0.03
2000,0.32,"D",0.67
10000,0.21,"AA",0.39
12000,0.18,"C",0.51
1100,0.02,"C",0.51
5000,NA,"D",0
7500,0.3,"D",0.61
3563,0.18,"E",0.48
7000,0.16,"A",0.56
8000,0.08,"A",0.64
4000,0.08,"A",0.41
10000,0.23,"D",0.48
17000,0.33,"AA",0.34
10000,0.21,"AA",NA
3000,0.13,"B",0
11500,0.22,"B",0.02
3000,0.4,"E",0.85
6500,0.18,"D",0.92
4000,0.53,"D",0.01
10000,0.25,"C",0.93
4000,0.73,"E",0.24
9999,0.39,"AA",0.13
3000,0.27,"C",0.24
4000,0.1,"HR",0.5
7500,NA,"C",0.41
10000,0.07,"C",0
7000,0.15,"B",0.98
1000,0.33,"C",0
35000,0.12,"B",0.65
23000,0.31,"B",0.66
2500,0.1,"A",0.13
4000,0.15,"E",0.91
15000,0.19,"A",0.47
4000,0.36,"C",0.97
18000,0.22,"B",0.83
4000,0.21,"E",0.99
10000,0.25,"C",0.61
20000,0.24,"A",0.26
9000,0.13,"A",0.36
10000,0.38,"C",0.6
3000,0.29,"B",0.57
15000,0.23,"D",0.93
10000,0.29,"D",0.75
15000,0.31,"B",0.25
7000,0.24,"C",0.93
13000,0.24,"B",0.4
6001,0.34,"C",0.77
1999,0.18,"HR",0.94
4000,0.53,"D",0.31
13000,0.44,"C",0.24
4000,0.24,"A",0.4
15000,10.01,"AA",0.62
10000,0.42,"B",0.7
5500,0.24,"D",0.97
1000,0.06,"C",0.31
25000,0.3,"A",0.92
15000,0.07,"C",0.94
4500,0.16,"C",0.93
11500,0.27,"B",0.76
4000,0.31,"A",0.01
1750,0.24,"AA",0.36
5000,0.11,"B",0.28
8000,0.2,"B",0.84
5000,0.29,"C",0.92
5500,0.36,"C",0.59
10000,0.25,"D",0.91
3000,0.59,"HR",1.38
10000,0.45,"C",0.98
1300,0.2,"HR",NA
10000,0.27,"C",0.69
1500,NA,"C",0.42
10000,0.4,"B",0.65
8000,0.38,"A",0.56
4000,0.53,"C",0.98
20000,0.1,"AA",0.63
4000,NA,"HR",0.38
13000,0.15,"B",0.77
6500,0.22,"C",0.21
10000,0.37,"C",0.7
2000,0.25,"C",0.34
8000,0.16,"A",0.92
4000,0.51,"E",0.7
3001,10.01,"D",0.76
10000,0.41,"D",0
2000,0.14,"E",0.9
15000,0.28,"C",0.57
25000,NA,"AA",0.08
8000,0.34,"AA",0.48
10000,NA,"C",0.49
6000,0.24,"E",0.77
8500,NA,"C",0.81
8600,0.27,"A",0.52
2000,0.22,"C",0.83
4000,0.21,"D",0.28
25000,0.17,"B",0.86
10000,NA,"B",0
8000,0.32,"C",0.61
25000,0.32,"A",0.19
10000,0.4,"D",0.85
1000,0.04,"AA",NA
11500,0.31,"A",0.72
25000,0.19,"C",0.92
5500,0.29,"C",0.62
3750,0.33,"D",0
2980,0.29,"HR",0.9
7000,0.4,"E",0.53
2000,0.18,"D",0.87
5500,0.06,"D",0.35
6000,0.2,"C",0.64
1000,0.07,"D",0.45
4000,0.2,"E",0.88
10000,0.19,"D",0.88
3000,NA,"D",0.81
9000,0.33,"A",0.49
3000,0.11,"A",0.1
5000,0.04,"AA",NA
4000,0.28,"B",0.55
1000,0.11,"HR",1.1
2000,0.2,"D",0.44
15000,0.24,"B",0.32
2550,0.01,"AA",NA
10000,0.09,"B",0.85
1729,0.15,"HR",1.03
4000,NA,"HR",0.05
25000,0.49,"C",0.89
4000,0.22,"E",0.45
7500,0.23,"B",0.74
1000,NA,"E",0.96
10000,0.14,"C",0
8000,0.14,"A",0.79
8000,0.13,"A",0.06
7400,0.07,"A",0.93
10000,0.2,"C",0.32
15000,0.48,"C",0.91
1000,0.15,"HR",NA
4000,NA,"HR",1.09
10000,NA,"C",0.72
14000,0.22,"B",0.58
4000,NA,"C",0.78
5000,0.17,"A",NA
5000,0.03,"D",0.63
4000,0.44,"C",NA
3500,NA,"D",0.56
23000,0.19,"C",0.45
15000,0.22,"A",0.12
4000,0.14,"HR",0.9
20000,0.19,"C",0.7
10000,0.33,"A",0.64
7750,0.47,"D",0.38
3000,0.22,"HR",0.99
15000,0.34,"C",0.61
10000,0.27,"E",0.9
10000,0.26,"C",0.06
10000,0.22,"D",0.4
10600,0.27,"A",0.32
3500,0.26,"D",0.99
15000,0.74,"B",0.46
6500,0.07,"C",0.54
14000,0.13,"B",0.24
4000,0.12,"HR",0.92
1000,0.03,"C",0.21
7500,0.62,"D",0.42
3500,0.25,"C",0.94
2000,0.2,"HR",0
9000,0.15,"A",0.66
2000,0.21,"B",0.41
4000,0.3,"E",0.79
2500,0.15,"C",0
3000,0.38,"HR",0.74
2000,0.29,"D",0.89
8225,0.09,"B",0.82
15000,0.32,"C",0.89
12000,0.24,"A",0.58
7000,2.22,"C",0.28
10000,0.1,"E",0.85
15000,0.16,"B",0.91
10000,0.51,"E",0.14
6500,0.16,"HR",NA
5000,0.13,"E",0.92
10000,0.15,"D",0.76
10000,0.36,"B",0.74
6500,0.22,"C",0.81
12000,0.49,"A",0.39
5000,NA,"B",0.65
7500,0.16,"E",0
20000,0.18,"C",0.63
20000,0.22,"B",0.27
9500,0.37,"B",0.62
25000,0.17,"A",0
11000,0.14,"B",0.57
14000,0.29,"B",0.9
7000,0.18,"E",0
4000,4.58,"HR",0.66
4000,0.41,"C",0.39
13500,0.35,"D",1
1000,0.2,"D",1.02
8500,0.14,"",0.43
10000,0.35,"D",0.98
3500,0.08,"D",0
1000,0.01,"AA",0
6300,0.1,"B",0
7500,0.33,"D",0.92
15000,0.71,"C",0.6
1100,0.23,"HR",NA
5500,0.12,"C",0.42
15000,0.17,"A",0.54
2500,0.4,"D",0.79
2000,0.07,"D",0.88
12000,0.32,"B",0.43
15000,0.2,"B",0.39
6600,0.11,"D",0.97
2000,0.02,"D",0.35
4000,0.34,"HR",0.54
10500,0.13,"A",0.2
6000,0.06,"B",0.26
7500,0.12,"D",0.81
5000,0.21,"A",0.78
15000,0.22,"C",0.54
15000,0.28,"B",0.63
9000,0.21,"A",0.65
4500,0.16,"B",0.2
4000,0.5,"E",0.88
10000,NA,"C",0.67
10500,0.13,"D",0.79
8000,NA,"A",0.78
7500,NA,"E",0.02
5200,0.1,"HR",NA
9700,0.38,"A",0.44
1000,0.21,"AA",NA
7000,0.15,"C",0.49
1000,0.19,"C",0.77
5000,0.34,"C",0.43
6500,0.14,"A",0.94
13000,0.45,"C",0.39
20000,0.21,"A",0.66
10000,0.54,"A",0.02
4000,0.13,"HR",0.81
2000,0.04,"AA",NA
20000,0.3,"B",0.74
3000,0.16,"C",0.96
15000,0.4,"C",0.51
10000,0.44,"C",0.62
2500,0.25,"D",0.68
12000,NA,"AA",0.3
15000,0.36,"C",0.92
23000,0.15,"B",0.14
2500,0.71,"HR",0.83
25000,0.18,"A",0
6000,0.29,"B",0.99
4000,0.37,"E",0.75
15000,0.19,"A",0.12
7500,0.28,"E",0.98
10000,0.48,"C",0.59
2000,0.21,"D",0.26
1000,0.02,"AA",NA
6001,0.19,"A",0.22
16500,0.57,"A",NA
5200,0.31,"HR",0.92
3500,0.2,"B",0.69
15000,0.29,"A",0.85
9900,0.3,"D",1.01
2500,NA,"B",0.17
7500,0.12,"D",0.89
15000,0.37,"C",0.97
5000,0.12,"E",0.85
10000,0.21,"C",0.94
2000,0.2,"D",0.94
3000,0.16,"E",NA
25000,0.26,"B",0.77
6500,0.44,"B",0.52
10000,NA,"C",0.85
17000,0.21,"A",0.43
2000,NA,"D",0
3000,NA,"C",0.28
2000,0.06,"A",0.02
15000,0.24,"B",0.04
2025,0.06,"E",NA
10000,0.22,"B",0.77
20000,0.21,"A",0.3
2000,0.13,"D",0.99
15000,0.37,"C",0.53
20000,0.22,"AA",0.78
10000,0.45,"C",0.41
5000,0.69,"E",1.01
8000,0.28,"C",0.96
10000,0.09,"C",0.4
4000,0.19,"E",0.96
9000,0.27,"E",0
15000,NA,"D",0.57
5000,0.18,"D",0.15
7000,0.13,"D",0.17
15000,0.19,"C",0.99
10000,0.1,"B",0.91
15000,0.13,"D",0.93
10000,0.14,"E",0.78
10000,NA,"B",0.71
25000,0.05,"AA",0.02
3000,0.42,"C",0.65
2000,0.34,"E",0.61
2000,0.2,"C",0.92
12000,0.27,"D",0.98
5000,0.3,"A",0.81
